seed,best_epoch,selection,train_accuracy,train_macro_f1,train_mae,valid_accuracy,valid_macro_f1,valid_mae,baseline_best_epoch,baseline_valid_accuracy,baseline_valid_macro_f1,baseline_valid_mae
2026,7,0.581571164895837,0.7175257731958763,0.7060931848334427,0.47839275943053633,0.6195054945054945,0.6128383400241239,0.6177883754777952,9,0.635989010989011,0.6297840606108603,0.6278636055553312
2027,8,0.5826558569985695,0.7245949926362297,0.7103172965705887,0.48600477828621585,0.6291208791208791,0.6211718397818605,0.6112124233466323,7,0.6318681318681318,0.6182210840848607,0.6501922346597184
2028,6,0.5893403543382674,0.7225331369661266,0.7055996456523846,0.49720929387599555,0.6304945054945055,0.6183667526073039,0.6142089364568544,9,0.6332417582417582,0.6169791479539969,0.6185955505414833
