seed,best_epoch,baseline_best_epoch,dropout03_train_accuracy,dropout03_train_macro_f1,dropout03_train_mae,dropout03_valid_accuracy,dropout03_valid_macro_f1,dropout03_valid_mae,baseline_accuracy,baseline_macro_f1,baseline_mae,dropout03_accuracy,dropout03_macro_f1,dropout03_mae
2026,7,9,0.7402061855670103,0.7288394101246917,0.47328506352898386,0.6236263736263736,0.6196268358298019,0.6074349964838692,0.635989010989011,0.6297840606108603,0.6278636055553312,0.6236263736263736,0.6196268358298019,0.6074349964838692
2027,6,7,0.7337260677466863,0.7198985041683366,0.4997385992756352,0.6263736263736264,0.6152871446868997,0.6088830383122223,0.6318681318681318,0.6182210840848607,0.6501922346597184,0.6263736263736264,0.6152871446868997,0.6088830383122223
2028,9,9,0.7493372606774669,0.7264942076408406,0.4801721698708081,0.6483516483516484,0.6302969407991088,0.6204869606411264,0.6332417582417582,0.6169791479539969,0.6185955505414833,0.6483516483516484,0.6302969407991088,0.6204869606411264
