seed,epoch,learning_rate,train_joint_loss,train_eval_task_loss_raw,valid_eval_task_loss_raw,valid_eval_task_loss_ema,train_raw_accuracy,train_raw_macro_f1,train_raw_mae,valid_raw_accuracy,valid_raw_macro_f1,valid_raw_mae,train_ema_accuracy,train_ema_macro_f1,train_ema_mae,valid_ema_accuracy,valid_ema_macro_f1,valid_ema_mae
2027,12,5e-05,0.9438125177581461,,,,,,,0.5947802197802198,0.5746885185695266,0.7040696004117778,,,,0.6181318681318682,0.6071844227426969,0.633220345632603
2028,1,0.0002,2.2616560141011437,,,,,,,0.5576923076923077,0.5231276954124754,0.7219374289006637,,,,,,
2028,2,0.0002,1.7664854540565051,,,,,,,0.6153846153846154,0.5910178733595132,0.7244098246370053,,,,,,
2028,3,0.0002,1.5958903326728382,,,,,,,0.6263736263736264,0.612599960660575,0.6402646039924738,,,,,,
2028,4,0.0002,1.489786333644513,,,,,,,0.6085164835164835,0.600187919515228,0.6438354841007462,,,,,,
2028,5,0.0002,1.4397303152856842,,,,,,,0.6167582417582418,0.6127107621164011,0.7354351144576967,,,,0.6167582417582418,0.6127107621164011,0.7354351144576967
2028,6,5e-05,1.284892941574636,,,,,,,0.646978021978022,0.6192286867161232,0.6382863282460776,,,,0.625,0.6191203562989805,0.6663213420715592
2028,7,5e-05,1.2311622076427813,,,,,,,0.6208791208791209,0.615633564249808,0.6181949043402111,,,,0.6277472527472527,0.6207121079264001,0.6337990191826536
2028,8,5e-05,1.2027046903770346,,,,,,,0.6332417582417582,0.6214470284237725,0.6167981889460922,,,,0.6304945054945055,0.6231527622605669,0.6218652729457372
2028,9,5e-05,1.1561732374340163,,,,,,,0.6332417582417582,0.6169791479539969,0.6185955505414833,,,,0.6263736263736264,0.6182809191435966,0.6201633628888585
2028,10,5e-05,1.1198358814916485,,,,,,,0.6208791208791209,0.6120027373442588,0.6261625769682444,,,,0.6195054945054945,0.6122756887248418,0.6204958405693645
2028,11,5e-05,1.1077048385617307,,,,,,,0.6277472527472527,0.6120804359158646,0.6312648968097554,,,,0.6167582417582418,0.6094472467423286,0.6228254023941929
2028,12,5e-05,1.042754685158933,,,,,,,0.6222527472527473,0.6127986190837494,0.6291420726108129,,,,0.6208791208791209,0.6133095231319426,0.6240706718523582
