seed,best_epoch,weights_kind,selection,train_accuracy,train_macro_f1,train_mae,valid_accuracy,valid_macro_f1,valid_mae,raw_best_epoch,raw_best_selection,raw_best_valid_accuracy,raw_best_valid_macro_f1,raw_best_valid_mae,raw_post_drop_f1_sd,ema_post_drop_f1_sd
2026,9,ema,0.58823607792605,0.7655375552282768,0.7539862496023583,0.44320781692644423,0.6263736263736264,0.6194320957987905,0.6157337373190055,9,0.5895752382594529,0.635989010989011,0.6297840606108603,0.6278636055553312,0.01166232427895077,0.004715871331540952
2027,8,ema,0.5774439867182168,0.7543446244477172,0.7398263353004116,0.4691944399201181,0.6263736263736264,0.6135403903985368,0.6194230489551785,7,0.5759442163648465,0.6318681318681318,0.6182210840848607,0.6501922346597184,0.014195289870471854,0.0037794649995930383
2028,9,ema,0.5846694401775224,0.7298969072164948,0.7178857917983037,0.486533089590311,0.6263736263736264,0.6182809191435966,0.6201633628888585,9,0.5892117193926374,0.6332417582417582,0.6169791479539969,0.6185955505414833,0.003703583267757051,0.004995217814757821
